event_cause,veh_type,corridor,requires_road_closure,priority,hour_ist,day_of_week,incident_duration_min
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,2,Tuesday,12.8765419
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,2,Tuesday,52.71905041666666
vehicle_breakdown,ksrtc_bus,Non-corridor,False,Low,2,Tuesday,62.614986433333335
construction,unknown,Non-corridor,False,Low,2,Tuesday,1436.9409212833334
others,unknown,Bellary Road 1,False,High,8,Sunday,185.8108202333333
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,15,Saturday,32.470111116666665
vehicle_breakdown,taxi,Bellary Road 2,False,High,2,Thursday,74.9959374
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,3,Thursday,14.4955594
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,2,Thursday,68.20895490000001
others,unknown,Non-corridor,False,Low,1,Monday,392.16103275
vehicle_breakdown,heavy_vehicle,Bellary Road 1,True,High,1,Monday,83.15135861666666
vehicle_breakdown,others,Bellary Road 1,False,High,4,Thursday,40.08785518333333
vehicle_breakdown,taxi,Bellary Road 1,False,High,2,Monday,85.08149098333334
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,6,Thursday,65.8663165
vehicle_breakdown,lcv,Non-corridor,False,Low,3,Monday,102.04546606666666
others,unknown,Airport New South Road,False,High,6,Thursday,16.642737933333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Monday,41.68275345
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,5,Monday,40.976809116666665
vehicle_breakdown,taxi,Non-corridor,False,Low,0,Tuesday,99.16390298333334
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,11,Sunday,10.431269066666664
others,unknown,ORR North 2,False,High,7,Tuesday,13.802722683333334
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,0,Monday,168.7313624
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,14,Tuesday,79.66424116666667
vehicle_breakdown,others,Bellary Road 1,False,High,2,Monday,40.299746033333335
vehicle_breakdown,truck,Non-corridor,False,Low,6,Monday,45.618598600000006
vehicle_breakdown,lcv,ORR North 2,False,High,6,Wednesday,26.215256266666664
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,9,Wednesday,61.22423801666666
pot_holes,unknown,ORR East 1,False,High,9,Wednesday,1319.2296099500002
vehicle_breakdown,others,ORR East 1,False,High,5,Friday,89.64109846666666
vehicle_breakdown,heavy_vehicle,ORR East 2,False,High,8,Friday,29.160188716666667
vehicle_breakdown,private_car,Non-corridor,False,Low,9,Friday,45.4172374
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,9,Friday,60.4495289
construction,unknown,Airport New South Road,False,High,1,Tuesday,419.0733540666667
others,unknown,Bellary Road 1,False,High,8,Wednesday,43.06716361666667
procession,unknown,Magadi Road,False,High,10,Thursday,120.45697526666666
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,9,Wednesday,87.68711406666667
construction,unknown,Non-corridor,True,Low,1,Friday,329.12024915
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,1,Saturday,63.62485048333333
others,unknown,ORR North 2,False,High,7,Tuesday,15.641905283333331
vehicle_breakdown,bmtc_bus,Hennur Main Road,False,High,10,Saturday,50.3825598
vehicle_breakdown,others,Bellary Road 2,False,High,10,Saturday,44.61752728333333
others,unknown,ORR North 2,False,High,11,Saturday,74.58705141666665
vehicle_breakdown,lcv,Varthur Road,False,High,11,Saturday,54.53153316666667
vehicle_breakdown,truck,Bellary Road 1,False,High,12,Saturday,96.51823415
vehicle_breakdown,private_car,Non-corridor,False,Low,6,Sunday,68.46058618333333
pot_holes,unknown,Magadi Road,False,High,12,Wednesday,1358.3815949666666
others,unknown,Non-corridor,False,Low,12,Wednesday,1553.7663699333332
pot_holes,unknown,Non-corridor,True,Low,11,Sunday,9.656423833333331
vehicle_breakdown,private_car,Non-corridor,False,Low,12,Sunday,18.1232739
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,1,Wednesday,9.0990085
vehicle_breakdown,ksrtc_bus,West of Chord Road,False,High,5,Monday,38.17363073333333
vehicle_breakdown,lcv,Non-corridor,False,Low,2,Wednesday,115.30609676666668
procession,unknown,Non-corridor,False,Low,9,Monday,166.81366601666664
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Saturday,105.27233006666668
others,unknown,Magadi Road,False,High,0,Thursday,48.009267783333335
construction,unknown,Bellary Road 1,False,High,5,Saturday,5.682947016666666
vehicle_breakdown,lcv,Mysore Road,False,High,0,Tuesday,34.983110116666666
vehicle_breakdown,private_bus,Bellary Road 1,False,High,0,Tuesday,110.57912203333332
vehicle_breakdown,private_bus,Non-corridor,False,Low,2,Tuesday,29.094076266666665
vehicle_breakdown,others,Tumkur Road,False,High,2,Tuesday,19.710776516666662
tree_fall,unknown,Magadi Road,True,High,9,Wednesday,91.44109088333332
vehicle_breakdown,private_bus,Varthur Road,False,High,10,Wednesday,139.90008856666665
vehicle_breakdown,private_bus,Non-corridor,False,Low,1,Thursday,90.77372385
vehicle_breakdown,private_car,Non-corridor,False,Low,2,Thursday,46.3259174
vehicle_breakdown,others,Bellary Road 1,False,High,10,Thursday,39.85933068333333
construction,unknown,Non-corridor,False,Low,11,Thursday,274.00397273333334
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,11,Thursday,41.31266376666667
vehicle_breakdown,others,Non-corridor,False,Low,11,Thursday,62.41803623333333
vehicle_breakdown,private_car,Non-corridor,False,Low,13,Thursday,51.74567765
pot_holes,unknown,Bellary Road 1,False,High,2,Friday,1566.9048729333333
vehicle_breakdown,lcv,Non-corridor,False,Low,1,Sunday,48.37082896666666
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,14,Thursday,20.757847583333334
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,14,Thursday,126.5230286
tree_fall,unknown,Non-corridor,True,Low,15,Thursday,634.9466416166667
vehicle_breakdown,taxi,Bellary Road 2,False,High,10,Friday,133.28790756666666
vehicle_breakdown,private_car,Non-corridor,False,Low,2,Friday,29.97115595
vehicle_breakdown,lcv,ORR North 2,False,High,9,Friday,13.06309525
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,6,Sunday,46.69524255
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,8,Friday,19.9379241
others,unknown,Bellary Road 2,False,High,7,Sunday,2948.766243083333
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,9,Sunday,51.0690825
vehicle_breakdown,others,Bellary Road 1,False,High,10,Sunday,91.85315681666664
vehicle_breakdown,lcv,ORR North 1,False,High,2,Saturday,17.6375147
vehicle_breakdown,private_bus,ORR East 2,False,High,2,Saturday,49.72056991666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,3,Saturday,25.30426093333333
accident,unknown,Bellary Road 1,False,High,3,Sunday,22.10445898333333
vehicle_breakdown,heavy_vehicle,ORR East 2,False,High,23,Monday,31.903825633333334
vehicle_breakdown,truck,Magadi Road,False,High,12,Sunday,16.718276533333334
others,unknown,Non-corridor,False,Low,11,Sunday,2451.852184266667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,0,Tuesday,39.00280811666666
accident,unknown,Non-corridor,False,Low,0,Monday,20.5029632
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,3,Tuesday,69.02691816666668
procession,unknown,Non-corridor,False,Low,10,Monday,58.20283951666667
vehicle_breakdown,lcv,Magadi Road,False,High,2,Tuesday,46.90332128333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Sunday,21.676458
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Sunday,123.51028495
vehicle_breakdown,heavy_vehicle,ORR East 1,False,High,0,Friday,43.20982215
others,unknown,Non-corridor,False,Low,8,Monday,28.82723145
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,11,Monday,142.3646873
vehicle_breakdown,bmtc_bus,Hosur Road,False,High,22,Monday,63.03992563333334
vehicle_breakdown,lcv,ORR East 1,False,High,0,Tuesday,29.68307105
construction,unknown,ORR North 1,False,High,4,Thursday,51.12241125
others,unknown,Non-corridor,False,Low,9,Saturday,98.94985726666668
vehicle_breakdown,lcv,ORR North 1,False,High,6,Friday,62.70201386666667
vehicle_breakdown,lcv,Bellary Road 1,False,High,9,Friday,82.52175041666666
vehicle_breakdown,private_bus,ORR North 2,False,High,0,Saturday,10.677372616666666
vehicle_breakdown,lcv,Non-corridor,True,Low,10,Saturday,159.28904783333334
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,2,Tuesday,40.835751566666666
vehicle_breakdown,lcv,Non-corridor,False,Low,7,Tuesday,67.34591795
others,unknown,Non-corridor,False,Low,0,Wednesday,531.4297273999999
vehicle_breakdown,lcv,Bellary Road 1,False,High,12,Wednesday,14.133789316666668
vehicle_breakdown,bmtc_bus,Old Airport Road,False,High,11,Friday,63.47326641666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,7,Monday,126.8133991
vehicle_breakdown,truck,Bellary Road 1,False,High,2,Tuesday,16.259062183333334
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Tuesday,87.88003225000001
others,unknown,Bellary Road 1,False,High,6,Wednesday,1355.9523948333333
others,unknown,ORR East 2,False,High,6,Wednesday,695.0349998500001
vehicle_breakdown,lcv,Bellary Road 1,False,High,9,Thursday,23.71280468333333
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,10,Tuesday,80.19145851666667
construction,unknown,Non-corridor,False,Low,1,Saturday,414.5363759
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,0,Sunday,69.24498263333334
vehicle_breakdown,private_bus,Bellary Road 1,False,High,11,Friday,52.19419608333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Friday,45.6590295
vehicle_breakdown,heavy_vehicle,ORR North 1,False,High,1,Saturday,144.15670458333335
vehicle_breakdown,lcv,Non-corridor,False,Low,1,Saturday,64.77909031666667
vehicle_breakdown,lcv,Tumkur Road,False,High,7,Saturday,19.6866555
vehicle_breakdown,private_car,ORR West 1,False,High,11,Saturday,75.37487433333334
accident,unknown,Hosur Road,False,High,1,Sunday,20.58339885
construction,unknown,ORR East 1,True,High,9,Sunday,3827.6131107
accident,unknown,Non-corridor,False,Low,0,Monday,15.379208666666669
vehicle_breakdown,others,Non-corridor,False,Low,2,Monday,14.3899262
vehicle_breakdown,private_bus,Mysore Road,False,High,3,Monday,30.176836466666668
vehicle_breakdown,others,Bellary Road 1,False,High,1,Tuesday,17.879924716666668
others,unknown,Bellary Road 2,False,High,4,Tuesday,1841.0177078
accident,unknown,Hosur Road,False,High,4,Tuesday,33.47683516666667
vehicle_breakdown,private_bus,Non-corridor,False,Low,7,Tuesday,81.4365754
others,unknown,Bellary Road 2,False,High,10,Tuesday,1513.1385030833333
accident,unknown,Non-corridor,False,Low,2,Wednesday,216.12666711666668
accident,unknown,Bellary Road 2,False,High,11,Wednesday,39.634294700000005
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,2,Thursday,69.58610278333335
vehicle_breakdown,lcv,ORR East 1,False,High,3,Thursday,81.19912645
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,3,Thursday,58.679805316666666
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,4,Thursday,48.05517008333334
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,5,Thursday,63.71386355
others,unknown,Non-corridor,False,Low,8,Thursday,99.64480833333332
vehicle_breakdown,lcv,Bellary Road 1,False,High,9,Thursday,19.75909175
vehicle_breakdown,truck,ORR East 2,False,High,9,Thursday,92.9163563
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,11,Thursday,147.61173708333334
construction,unknown,Magadi Road,True,High,0,Friday,3603.1197480666665
vehicle_breakdown,heavy_vehicle,ORR East 2,False,High,0,Friday,31.1868471
water_logging,unknown,Bellary Road 2,False,High,8,Friday,402.88345245
others,unknown,West of Chord Road,False,High,11,Friday,81.24858818333334
construction,unknown,Airport New South Road,False,High,0,Saturday,1444.87902435
vehicle_breakdown,heavy_vehicle,ORR North 1,False,High,1,Saturday,25.888201816666665
others,unknown,Bellary Road 1,False,High,9,Saturday,28.6036425
construction,unknown,Airport New South Road,False,High,9,Saturday,6.968827316666666
accident,unknown,ORR North 1,False,High,10,Saturday,50.145977466666665
vehicle_breakdown,private_bus,Non-corridor,False,Low,12,Saturday,56.5959926
construction,unknown,Airport New South Road,False,High,0,Sunday,3.1451403
accident,unknown,Non-corridor,False,Low,8,Sunday,61.85042823333333
vehicle_breakdown,private_car,Bellary Road 1,False,High,9,Sunday,46.93523065
others,unknown,Magadi Road,False,High,12,Sunday,84.37444583333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,14,Sunday,69.26106918333333
construction,unknown,Airport New South Road,False,High,0,Monday,1897.86964235
construction,unknown,Non-corridor,True,Low,4,Monday,28.28856955
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Monday,75.54407861666667
vehicle_breakdown,private_bus,Non-corridor,False,Low,3,Tuesday,112.37712826666666
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,12,Tuesday,109.74121628333334
others,unknown,ORR North 2,False,High,4,Wednesday,83.9909704
vehicle_breakdown,others,Bellary Road 1,False,High,9,Wednesday,82.32451263333334
vehicle_breakdown,others,Bellary Road 1,False,High,9,Wednesday,82.27843179999999
vehicle_breakdown,lcv,Non-corridor,False,Low,3,Thursday,34.47710638333333
vehicle_breakdown,heavy_vehicle,ORR North 2,True,High,22,Thursday,62.10023035
accident,unknown,Hosur Road,False,High,0,Friday,116.71515605
accident,unknown,Hosur Road,False,High,0,Friday,115.2570139
accident,unknown,Hosur Road,False,High,0,Friday,114.69720166666666
accident,unknown,Hosur Road,False,High,0,Friday,109.13002826666668
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,1,Friday,134.75408208333334
vehicle_breakdown,others,Bellary Road 1,False,High,5,Friday,24.70797813333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Friday,34.95256223333333
vehicle_breakdown,others,Hennur Main Road,False,High,10,Friday,56.3099261
vehicle_breakdown,private_bus,Hosur Road,False,High,10,Friday,33.11645485
vehicle_breakdown,auto,Bellary Road 1,False,High,13,Friday,27.943233333333332
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,6,Saturday,121.27505245
vehicle_breakdown,bmtc_bus,ORR East 2,False,High,6,Saturday,92.36745463333334
vehicle_breakdown,others,Bellary Road 2,False,High,2,Sunday,15.887661683333333
vehicle_breakdown,truck,Non-corridor,False,Low,2,Sunday,126.80761521666666
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,4,Sunday,58.02695011666666
vehicle_breakdown,private_car,Bellary Road 1,False,High,10,Sunday,28.03322653333333
others,unknown,Non-corridor,False,Low,1,Monday,139.68356741666668
vehicle_breakdown,others,Non-corridor,False,Low,11,Monday,76.08330763333333
others,unknown,Non-corridor,False,Low,3,Tuesday,1938.5710855833331
others,unknown,Bellary Road 2,False,High,3,Tuesday,1323.29262625
vehicle_breakdown,private_car,Bellary Road 1,False,High,4,Tuesday,27.20697725
accident,unknown,Non-corridor,False,Low,10,Tuesday,22.614246416666667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,5,Wednesday,44.093461483333336
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,12,Wednesday,26.185454216666667
vehicle_breakdown,truck,Non-corridor,False,Low,2,Thursday,54.60272913333333
procession,unknown,Hennur Main Road,False,High,10,Monday,104.52003925
others,unknown,Non-corridor,False,Low,14,Tuesday,614.3931757833333
vehicle_breakdown,heavy_vehicle,ORR East 1,False,High,8,Tuesday,83.40713503333333
vehicle_breakdown,lcv,Non-corridor,False,Low,11,Tuesday,57.44499458333333
vehicle_breakdown,lcv,Magadi Road,False,High,11,Tuesday,70.84300005
vehicle_breakdown,heavy_vehicle,ORR North 2,False,High,0,Thursday,78.82542815000001
construction,unknown,Non-corridor,False,Low,0,Thursday,295.5893642333333
vehicle_breakdown,others,ORR East 2,False,High,2,Thursday,94.23299795
vehicle_breakdown,heavy_vehicle,Non-corridor,True,Low,2,Friday,4.565127216666666
others,unknown,Non-corridor,False,Low,0,Friday,203.8280376
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Friday,97.63435158333333
vehicle_breakdown,lcv,Mysore Road,False,High,8,Friday,59.16374196666666
vehicle_breakdown,private_car,Tumkur Road,False,High,8,Friday,18.19665601666667
vehicle_breakdown,truck,Non-corridor,False,Low,11,Friday,119.25386498333334
vehicle_breakdown,truck,Non-corridor,False,Low,14,Friday,22.12320453333333
others,unknown,Non-corridor,False,Low,14,Friday,2735.974906883333
vehicle_breakdown,heavy_vehicle,Hosur Road,False,High,0,Saturday,88.40484938333334
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,1,Saturday,35.16567031666667
pot_holes,unknown,Non-corridor,False,Low,1,Saturday,3035.5120126333336
pot_holes,unknown,Bannerghata Road,False,High,2,Saturday,4295.294638583333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,6,Saturday,71.16974789999999
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Saturday,50.2345196
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,0,Sunday,99.41600825
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,1,Sunday,107.3207998
vehicle_breakdown,others,Non-corridor,False,Low,2,Sunday,44.53869965
vehicle_breakdown,private_car,Bellary Road 1,False,High,3,Sunday,114.13534746666666
construction,unknown,Non-corridor,True,Low,23,Saturday,894.2096481499999
vehicle_breakdown,bmtc_bus,Bellary Road 2,False,High,6,Sunday,20.413769233333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,7,Sunday,52.04973218333334
others,unknown,Bellary Road 2,False,High,10,Sunday,141.81894821666668
others,unknown,Bellary Road 2,False,High,7,Monday,4008.7431538333335
vehicle_breakdown,ksrtc_bus,Non-corridor,False,Low,9,Monday,64.19872528333333
accident,unknown,Bellary Road 2,False,High,11,Monday,16.327909866666666
accident,unknown,Bellary Road 2,False,High,11,Monday,14.426824566666664
vehicle_breakdown,auto,Non-corridor,False,Low,2,Tuesday,32.76764323333334
others,unknown,Non-corridor,False,Low,3,Tuesday,49.172535466666666
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,3,Tuesday,60.23542993333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,7,Tuesday,19.04382405
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,7,Tuesday,24.4252093
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,7,Tuesday,90.33891258333333
vehicle_breakdown,heavy_vehicle,ORR West 1,False,High,8,Tuesday,51.1371376
vehicle_breakdown,bmtc_bus,Varthur Road,False,High,11,Tuesday,53.12340725
vehicle_breakdown,bmtc_bus,Airport New South Road,False,High,13,Tuesday,51.91812203333333
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,13,Tuesday,63.94471371666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,0,Wednesday,53.43984021666667
vehicle_breakdown,others,Tumkur Road,False,High,2,Wednesday,40.50562813333333
construction,unknown,Varthur Road,False,High,2,Wednesday,2871.7622427333336
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,6,Wednesday,114.98783913333334
accident,unknown,Non-corridor,False,Low,15,Wednesday,85.21886508333334
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,15,Wednesday,5.572158416666666
vehicle_breakdown,bmtc_bus,Varthur Road,False,High,2,Thursday,78.65082263333333
pot_holes,unknown,ORR East 1,False,High,2,Thursday,1417.0408469
vehicle_breakdown,bmtc_bus,Old Airport Road,False,High,3,Thursday,4.570926633333333
others,unknown,ORR North 2,False,High,4,Thursday,1673.7103156666667
vehicle_breakdown,auto,CBD 2,False,High,5,Thursday,90.37927065
others,unknown,Bellary Road 2,False,High,7,Thursday,250.19651421666669
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Thursday,40.86747448333333
vehicle_breakdown,others,Non-corridor,False,Low,12,Thursday,50.3255556
vehicle_breakdown,private_car,Bellary Road 2,False,High,13,Thursday,103.64486746666668
accident,unknown,Tumkur Road,False,High,1,Friday,36.67476746666667
vehicle_breakdown,ksrtc_bus,Old Madras Road,False,High,4,Friday,43.62368715
vehicle_breakdown,bmtc_bus,Tumkur Road,True,High,4,Friday,15.29187335
vehicle_breakdown,private_car,Mysore Road,False,High,6,Friday,40.43931741666667
road_conditions,unknown,Hennur Main Road,False,High,6,Friday,33.66901506666667
tree_fall,unknown,ORR East 1,False,High,7,Friday,77.93821268333333
vehicle_breakdown,private_bus,Non-corridor,False,Low,10,Friday,84.81419685
accident,unknown,Bellary Road 2,False,High,19,Friday,59.43833245
vehicle_breakdown,private_bus,ORR West 1,False,High,2,Saturday,72.52724768333333
pot_holes,unknown,Old Airport Road,False,High,4,Saturday,84.90187545
vehicle_breakdown,heavy_vehicle,ORR East 1,False,High,6,Saturday,78.27243788333334
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,8,Saturday,37.40827121666667
vehicle_breakdown,lcv,Bellary Road 1,False,High,13,Saturday,136.78986316666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,15,Saturday,13.487757566666666
vehicle_breakdown,private_car,Non-corridor,False,Low,5,Sunday,36.74988463333333
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,5,Sunday,12.550240633333337
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,11,Sunday,81.50184441666667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,0,Monday,26.36466031666667
vehicle_breakdown,lcv,Tumkur Road,False,High,0,Monday,50.51885516666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,1,Monday,51.39911233333333
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,4,Monday,116.95864045
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,5,Monday,11.41171555
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,1,Tuesday,98.24602408333334
vehicle_breakdown,truck,Bellary Road 1,False,High,6,Monday,67.97322405
others,unknown,Hosur Road,False,High,18,Monday,286.8181712166667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,0,Tuesday,127.14900161666668
vehicle_breakdown,private_car,ORR West 1,False,High,3,Tuesday,20.7539686
vehicle_breakdown,bmtc_bus,Old Airport Road,False,High,4,Tuesday,69.78363693333334
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,4,Tuesday,2.1166342
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,4,Tuesday,159.76517208333334
vehicle_breakdown,lcv,Tumkur Road,False,High,5,Tuesday,75.34786806666666
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,8,Tuesday,70.3720422
vehicle_breakdown,others,Bellary Road 2,False,High,9,Tuesday,37.210154933333335
vehicle_breakdown,ksrtc_bus,West of Chord Road,False,High,10,Tuesday,61.66422065
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,11,Tuesday,65.48658305
vehicle_breakdown,others,Old Madras Road,False,High,11,Tuesday,74.64067675
vehicle_breakdown,lcv,Non-corridor,False,Low,12,Tuesday,59.08022015
accident,unknown,ORR North 1,False,High,1,Wednesday,21.757424
vehicle_breakdown,bmtc_bus,West of Chord Road,False,High,1,Wednesday,13.018610533333334
water_logging,unknown,ORR East 1,False,High,3,Wednesday,3688.3307549166666
others,unknown,Old Airport Road,False,High,3,Wednesday,59.4949055
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,4,Wednesday,111.66404631666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,6,Wednesday,75.91999933333334
vehicle_breakdown,private_car,Mysore Road,False,High,7,Wednesday,23.28740005
vehicle_breakdown,lcv,Mysore Road,False,High,9,Wednesday,34.048471166666666
vehicle_breakdown,lcv,Tumkur Road,False,High,9,Wednesday,7.489767433333333
vehicle_breakdown,bmtc_bus,Old Airport Road,False,High,10,Wednesday,144.85944098333331
vehicle_breakdown,lcv,Mysore Road,False,High,11,Wednesday,53.03763343333333
vehicle_breakdown,lcv,Magadi Road,False,High,12,Wednesday,69.13833371666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Wednesday,146.44818733333335
vehicle_breakdown,others,Non-corridor,False,Low,13,Wednesday,22.930431433333336
others,unknown,ORR East 1,False,High,0,Thursday,606.2956126833334
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,0,Thursday,29.652116483333334
others,unknown,Old Airport Road,False,High,3,Thursday,218.97665736666667
vehicle_breakdown,bmtc_bus,Varthur Road,True,High,3,Thursday,38.99701985
road_conditions,unknown,Hosur Road,False,High,6,Thursday,31.40482066666667
others,unknown,CBD 2,False,High,7,Thursday,32.9574732
others,unknown,ORR North 2,False,High,0,Friday,1977.045800633333
vehicle_breakdown,private_car,CBD 2,False,High,6,Friday,97.3695523
vehicle_breakdown,others,Bellary Road 1,False,High,10,Friday,48.4159136
others,unknown,Hosur Road,False,High,11,Friday,865.5403809
vehicle_breakdown,private_car,Non-corridor,False,Low,13,Friday,2.6516332666666664
construction,unknown,Bannerghata Road,False,High,2,Saturday,11.78033255
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,2,Saturday,115.8735414
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,3,Saturday,38.12304935
vehicle_breakdown,taxi,Bellary Road 1,False,High,5,Saturday,6.232070666666667
vehicle_breakdown,private_bus,Mysore Road,False,High,6,Saturday,37.45476503333334
vehicle_breakdown,bmtc_bus,Bellary Road 2,False,High,10,Saturday,53.11047366666666
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,0,Sunday,98.95300796666668
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,3,Sunday,26.654573000000003
vehicle_breakdown,private_car,ORR North 2,False,High,9,Sunday,36.75914435
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,9,Sunday,150.89506383333335
vehicle_breakdown,lcv,Tumkur Road,False,High,9,Sunday,50.57958421666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Sunday,16.589146799999998
road_conditions,unknown,Bellary Road 1,True,High,1,Monday,288.8241364
vehicle_breakdown,lcv,Mysore Road,False,High,4,Monday,137.25990439999998
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Monday,124.67001535
vehicle_breakdown,private_bus,Non-corridor,True,Low,10,Monday,42.98520965
vehicle_breakdown,private_car,Magadi Road,False,High,11,Monday,30.007936166666664
vehicle_breakdown,others,Magadi Road,False,High,13,Monday,140.95731608333332
vehicle_breakdown,truck,Magadi Road,True,High,0,Tuesday,63.96499075
others,unknown,ORR East 1,False,High,1,Tuesday,99.96852326666666
vehicle_breakdown,bmtc_bus,ORR West 1,False,High,3,Tuesday,116.45913183333332
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,3,Tuesday,32.58043245
vehicle_breakdown,taxi,Tumkur Road,False,High,5,Tuesday,17.136627316666665
others,unknown,ORR East 1,True,High,5,Tuesday,24.443889966666667
road_conditions,unknown,Bellary Road 1,False,High,8,Tuesday,61.000142933333336
others,unknown,Non-corridor,False,Low,8,Tuesday,75.05420305
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,9,Tuesday,63.04091908333333
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,9,Tuesday,66.10421948333334
vehicle_breakdown,taxi,Bellary Road 1,False,High,13,Tuesday,71.66695605
vehicle_breakdown,private_car,Tumkur Road,False,High,14,Tuesday,15.9091993
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Wednesday,22.19168823333333
